,1em5,1.5em5,2em5,2.5em5,3em5,3.5em5,4em5,4.5em5,5em5
4362,37,136,325,663,1197,1818,2725,3890,5320
4363,37,136,331,598,1133,1832,2783,3741,5132
4364,38,144,343,642,1133,1807,2627,3929,5202
4365,34,142,299,618,1186,1805,2658,3867,5198
4366,42,124,321,664,1123,1838,2703,3940,5231
4367,51,131,344,671,1169,1792,2724,3722,5362
4368,39,166,329,667,1124,1842,2678,3793,5217
4369,37,156,319,664,1168,1865,2651,3876,5295
4370,35,122,322,631,1111,1794,2692,3844,5318
4371,36,146,345,630,1153,1762,2698,3773,5483
4372,41,149,347,671,1139,1816,2720,3959,5084
4373,33,153,369,621,1138,1827,2607,3843,5157
4374,38,134,358,651,1083,1830,2595,3827,5221
4375,43,153,352,618,1166,1745,2667,3812,5300
4376,41,155,361,635,1093,1750,2700,3930,5288
4377,52,142,351,718,1085,1783,2693,3826,5224
4378,43,141,337,684,1153,1746,2742,3752,5161
4379,36,120,364,655,1125,1766,2737,3863,5341
4380,56,150,336,650,1132,1770,2640,3796,5158
4381,40,154,351,610,1158,1779,2750,3819,5164
4382,49,141,320,668,1141,1713,2704,3877,5157
4383,37,135,345,668,1127,1808,2694,3752,5245
4384,39,130,341,691,1116,1816,2676,3818,5248
4385,42,161,316,644,1106,1719,2623,3828,5239
4386,40,153,352,621,1114,1778,2666,3845,5243
4387,31,144,372,650,1110,1784,2677,3872,5210
4388,44,149,340,603,1141,1753,2737,3898,5218
4389,32,145,348,656,1172,1803,2591,3884,5169
4390,42,144,334,634,1182,1865,2772,3802,5132
4391,45,143,349,637,1175,1742,2737,3795,5367
4392,33,156,324,676,1144,1814,2749,3694,5185
4393,28,144,322,653,1068,1777,2669,3874,5126
4394,50,147,335,654,1146,1851,2751,3879,5370
4395,46,142,331,649,1117,1817,2692,3826,5241
4396,52,147,360,696,1122,1728,2750,3887,5068
4397,46,149,372,702,1098,1780,2729,3804,5256
4398,34,150,326,666,1170,1809,2704,3883,5245
4399,36,133,311,640,1079,1802,2621,3836,5208
4400,32,143,324,650,1155,1803,2664,3781,5321
4401,47,144,344,675,1148,1759,2696,3839,5331
4402,35,144,350,632,1107,1774,2670,3822,5192
4403,42,145,390,641,1157,1742,2641,3811,5153
4404,38,125,358,658,1121,1824,2716,3761,5226
4405,24,149,349,691,1158,1776,2632,3776,5339
4406,39,151,343,695,1163,1775,2691,3712,5166
4407,35,143,349,687,1036,1801,2589,3898,5228
4408,50,137,328,673,1146,1730,2679,3888,5199
4409,42,130,331,613,1124,1788,2645,3736,5125
4410,54,140,333,672,1150,1752,2694,3879,5277
4411,34,135,314,647,1167,1789,2658,4003,5044
4412,52,139,324,662,1138,1723,2708,3822,5305
4413,45,136,347,674,1134,1832,2747,3876,5300
4414,34,148,341,664,1175,1803,2777,3800,5224
4415,32,127,347,642,1121,1846,2644,3749,5215
4416,28,149,330,661,1157,1755,2708,3785,5268
4417,35,132,333,625,1120,1838,2619,3868,5188
4418,43,132,350,634,1104,1791,2590,3923,5231
4419,37,154,351,690,1140,1800,2600,3829,5354
4420,40,155,342,699,1121,1699,2626,3812,5128
4421,27,130,377,665,1145,1737,2732,3860,5341
4422,47,141,351,617,1206,1842,2611,3758,5234
4423,55,156,339,642,1180,1797,2608,3808,5290
4424,37,144,307,622,1176,1847,2753,3738,5297
4425,49,135,313,671,1120,1810,2701,3773,5232
4426,47,158,355,667,1128,1729,2746,3898,5268
4427,54,130,355,633,1181,1739,2655,3851,5299
4428,44,149,352,664,1107,1797,2705,3792,5290
4429,39,129,354,682,1154,1860,2667,3767,5305
4430,46,127,315,689,1105,1780,2734,3839,5316
4431,43,133,349,673,1176,1788,2722,3804,5151
4432,27,127,355,621,1098,1777,2680,3692,5169
4433,45,139,309,673,1144,1840,2684,3791,5234
4434,43,163,343,672,1144,1861,2634,3625,5217
4435,41,143,305,626,1081,1813,2733,3762,5146
4436,36,139,341,627,1205,1814,2678,3772,5243
4437,35,139,334,672,1169,1870,2597,3787,5237
4438,36,155,357,694,1082,1750,2603,3729,5143
4439,51,123,310,649,1124,1903,2638,3776,5094
4440,29,149,345,682,1124,1834,2691,3862,5302
4441,46,150,353,710,1088,1827,2716,3834,5127
4442,46,124,325,596,1133,1816,2664,3764,5151
4443,44,128,313,662,1210,1825,2764,3812,5354
4444,48,156,305,689,1159,1753,2655,3872,5232
4445,29,131,331,631,1113,1846,2723,3837,5176
4446,48,153,303,641,1095,1877,2718,3781,5210
4447,50,129,319,657,1090,1804,2687,3735,5157
4448,39,132,335,636,1172,1796,2634,3800,5305
4449,41,138,294,669,1089,1779,2741,3860,5249
4450,38,127,327,661,1081,1766,2705,3749,5309
4451,31,134,366,659,1093,1761,2638,3780,5305
4452,33,152,322,611,1166,1852,2665,3735,5269
4453,46,150,332,642,1147,1814,2700,3704,5236
4454,29,137,305,672,1078,1801,2703,3737,5181
4455,35,148,354,648,1153,1783,2718,3940,5223
4456,31,158,316,664,1102,1736,2684,3869,5222
4457,28,109,315,648,1138,1768,2650,3832,5312
4458,41,149,376,667,1121,1838,2798,3832,5172
4459,43,130,382,680,1140,1811,2664,3860,5286
4460,46,150,333,657,1153,1813,2672,3847,5264
4461,42,116,289,663,1125,1753,2624,3790,5202
4462,34,138,321,673,1138,1781,2678,3897,5243
4463,44,153,346,671,1185,1846,2698,3958,5140
4464,42,147,334,602,1127,1835,2696,3670,5179
4465,57,131,356,620,1135,1779,2702,3882,5195
4466,43,144,317,653,1141,1816,2658,3786,5346
4467,38,135,335,664,1124,1811,2690,3877,5305
4468,28,135,329,632,1064,1829,2703,3840,5175
4469,41,120,325,630,1126,1826,2734,3802,5173
4470,42,166,339,628,1143,1757,2648,3752,5214
4471,43,121,349,675,1140,1816,2670,3886,5282
4472,41,118,320,632,1117,1803,2639,3829,5296
4473,32,143,381,689,1122,1788,2828,3714,5155
4474,29,140,303,634,1184,1825,2657,3693,5146
4475,44,156,326,677,1094,1865,2734,3842,5413
4476,40,138,353,642,1143,1879,2734,3934,5303
4477,39,149,323,626,1140,1788,2695,3707,5242
4478,31,150,347,675,1171,1838,2645,3872,5221
4479,45,142,357,605,1124,1802,2659,3730,5188
4480,43,135,339,681,1102,1781,2724,3869,5194
4481,36,150,355,618,1141,1796,2887,3857,5381
4482,34,143,319,623,1162,1799,2758,3849,5161
4483,54,129,368,620,1189,1745,2575,3739,5256
4484,39,158,321,693,1132,1804,2683,3796,5170
4485,49,125,374,660,1087,1804,2674,3917,5154
4486,39,137,321,682,1107,1776,2717,3733,5309
4487,37,144,331,680,1131,1801,2605,3801,5265
4488,51,128,352,659,1103,1743,2659,3871,5231
4489,51,152,318,627,1060,1842,2627,3868,5232
4490,43,139,300,647,1160,1812,2568,3956,5100
4491,50,142,335,667,1153,1802,2654,3872,5241
4492,42,146,331,671,1173,1797,2599,3801,5280
4493,44,148,315,609,1099,1761,2747,3700,5090
4494,34,135,368,613,1194,1896,2689,3790,5332
4495,56,129,353,652,1128,1843,2606,3777,5155
4496,34,136,385,620,1160,1813,2742,3795,5244
4497,42,140,340,692,1097,1790,2730,3750,5193
4498,36,132,334,672,1185,1791,2635,3817,5275
4499,57,148,355,578,1222,1798,2618,3837,5264
4500,44,141,332,640,1208,1769,2662,3777,5284
4501,54,145,342,656,1151,1847,2686,3730,5300
4502,46,143,320,601,1090,1926,2687,3772,5372
4503,51,134,336,627,1083,1863,2620,3921,5220
4504,52,134,328,640,1113,1845,2629,3871,5212
4505,44,143,353,668,1152,1755,2721,3901,5216
4506,40,145,323,611,1214,1816,2704,3808,5121
4507,24,153,355,626,1125,1800,2622,3920,5275
4508,48,137,343,622,1173,1831,2777,3831,5245
4509,40,143,344,593,1093,1805,2696,3907,5138
4510,51,138,332,581,1085,1753,2698,3835,5259
4511,34,158,322,658,1172,1886,2686,3713,5366
4512,45,135,309,664,1151,1797,2659,3841,5032
4513,48,152,378,653,1126,1822,2625,3881,5179
4514,37,141,308,651,1104,1820,2714,3734,5275
4515,46,148,332,637,1134,1817,2679,3714,5165
4516,36,129,287,650,1094,1767,2687,3800,5259
4517,57,130,331,668,1114,1850,2718,4039,5246
4518,34,137,293,658,1113,1846,2644,3853,5193
4519,44,156,343,648,1143,1758,2724,3757,5363
4520,40,123,314,682,1132,1806,2711,3774,5255
4521,47,130,353,591,1144,1746,2660,3712,5281
4522,43,135,342,667,1138,1839,2720,3823,5302
4523,38,137,340,628,1160,1790,2685,3868,5319
4524,35,139,307,633,1116,1768,2720,3800,5157
4525,46,152,339,592,1134,1805,2638,3813,5244
4526,47,152,331,661,1121,1750,2695,3743,5215
4527,49,159,331,623,1120,1852,2732,3831,5242
4528,46,131,351,693,1049,1850,2660,3843,5266
4529,55,136,365,701,1112,1823,2702,3887,5106
4530,34,133,308,692,1085,1805,2764,3760,5202
4531,38,161,334,688,1140,1749,2723,3669,5258
4532,43,157,343,691,1056,1696,2623,3796,5361
4533,40,132,313,652,1155,1752,2696,3890,5127
4534,48,125,346,662,1147,1739,2777,3920,5139
4535,29,137,341,643,1171,1822,2660,3835,5170
4536,42,144,336,638,1170,1788,2698,3817,5246
4537,45,162,330,680,1110,1793,2744,3797,5370
4538,41,156,316,712,1113,1811,2635,3766,5213
4539,46,120,338,632,1178,1844,2698,3807,5311
4540,29,133,327,661,1092,1854,2748,3732,5204
4541,42,152,363,638,1085,1810,2622,3871,5169
4542,47,156,329,715,1110,1767,2726,3715,5218
4543,35,138,343,645,1092,1764,2637,3754,5298
4544,49,143,382,632,1121,1792,2687,3814,5274
4545,44,165,354,651,1183,1809,2666,3780,5051
4546,42,159,323,684,1145,1835,2669,3714,5276
4547,35,139,364,691,1119,1906,2773,3924,5264
4548,41,156,318,657,1144,1768,2705,3846,5227
4549,43,154,337,658,1160,1755,2698,3683,5119
4550,40,157,337,679,1134,1789,2647,3859,5210
4551,37,146,333,644,1123,1851,2724,3883,5257
4552,40,137,329,640,1126,1874,2693,3842,5216
4553,36,151,342,637,1164,1773,2634,3764,5196
4554,42,157,342,656,1105,1794,2698,3820,5274
4555,41,143,386,649,1112,1826,2730,3745,5221
4556,46,147,373,623,1106,1781,2624,3819,5236
4557,49,151,313,664,1137,1742,2719,3836,5295
4558,45,132,338,675,1127,1832,2670,3731,5235
4559,24,119,330,710,1114,1850,2651,3839,5312
4560,40,128,334,645,1118,1764,2583,3857,5180
4561,38,148,362,628,1099,1718,2683,3717,5267
4562,34,141,324,649,1167,1797,2741,3823,5220
4563,45,142,340,651,1118,1793,2673,3863,5089
4564,44,142,319,641,1157,1777,2690,3955,5339
4565,43,143,349,699,1136,1841,2735,3792,5325
4566,43,134,344,670,1146,1764,2670,3899,5082
4567,35,148,359,701,1195,1841,2620,3919,5291
4568,42,121,337,676,1086,1757,2636,3824,5220
4569,57,154,294,689,1117,1832,2666,3889,5286
4570,26,131,320,647,1124,1785,2775,3985,5272
4571,48,135,348,681,1067,1786,2676,3831,5303
4572,59,141,338,655,1124,1862,2660,3835,5137
4573,38,116,367,673,1165,1790,2710,3713,5302
4574,44,156,322,657,1140,1756,2583,3758,5175
4575,37,154,329,623,1160,1779,2691,3823,5185
4576,34,150,330,701,1116,1692,2747,3808,5216
4577,38,137,332,623,1133,1795,2609,3780,5357
4578,34,131,347,631,1088,1848,2647,3730,5312
4579,37,145,345,694,1120,1843,2678,3790,5177
4580,30,133,333,655,1169,1833,2701,3932,5157
4581,36,122,351,670,1124,1781,2588,3727,5310
4582,46,151,317,620,1095,1765,2646,3687,5266
4583,37,170,369,653,1111,1797,2691,3880,5328
4584,42,134,310,630,1106,1814,2655,3816,5196
4585,47,121,327,661,1124,1760,2649,3777,5084
4586,40,141,338,685,1119,1786,2617,3788,5193
4587,41,152,361,694,1092,1776,2578,3849,5202
4588,40,147,352,663,1132,1863,2708,3815,5117
4589,46,152,311,617,1109,1796,2688,3757,5286
4590,33,163,336,624,1186,1834,2740,3791,5243
4591,47,142,365,625,1138,1818,2717,3782,5293
4592,47,155,297,642,1122,1784,2605,3779,5242
4593,48,143,340,644,1073,1732,2601,3769,5345
4594,40,168,326,678,1130,1758,2725,3839,5390
4595,53,132,332,639,1120,1802,2794,3839,5170
4596,42,126,357,673,1119,1752,2697,3883,5268
4597,46,144,364,686,1170,1849,2670,3795,5222
4598,54,151,296,675,1139,1830,2697,3807,5285
4599,44,150,309,659,1161,1803,2652,3845,5200
4600,33,138,353,681,1082,1721,2616,3763,5289
4601,41,150,327,706,1097,1722,2747,3886,5179
4602,36,133,325,646,1147,1749,2626,3789,5182
4603,43,143,303,600,1117,1796,2702,3879,5166
4604,43,147,336,633,1092,1802,2671,3757,5148
4605,41,154,351,649,1098,1751,2743,3677,5178
4606,41,123,333,685,1108,1865,2695,3730,5267
4607,46,138,310,673,1086,1845,2621,3962,5204
4608,45,131,348,662,1149,1769,2755,3798,5230
4609,33,132,323,669,1129,1826,2701,3751,5392
4610,44,138,346,674,1169,1845,2690,3840,5191
4611,41,136,369,648,1165,1791,2690,3829,5239
4612,46,163,340,660,1220,1887,2648,3826,5146
4613,39,143,335,629,1140,1746,2621,3770,5185
4614,58,146,294,662,1200,1825,2789,3855,5193
4615,36,122,325,640,1130,1801,2740,3783,5298
4616,40,131,337,681,1129,1814,2679,3742,5256
4617,44,149,358,662,1118,1825,2709,3901,5117
4618,49,157,319,640,1112,1708,2668,3802,5285
4619,53,148,347,639,1150,1760,2670,3804,5189
4620,37,140,307,670,1047,1831,2825,3954,5248
4621,41,109,297,641,1091,1859,2692,3794,5063
4622,44,136,346,666,1156,1797,2642,3756,5150
4623,44,137,319,641,1145,1845,2686,3807,5414
4624,50,160,323,684,1134,1775,2684,3871,5359
4625,39,125,333,658,1118,1804,2727,3829,5185
4626,35,123,369,667,1177,1798,2606,3767,5271
4627,46,148,331,664,1170,1783,2778,3828,5236
4628,45,132,348,611,1145,1763,2691,3846,5193
4629,41,152,341,641,1067,1781,2751,3755,5154
4630,37,138,321,629,1129,1860,2739,3835,5301
4631,40,127,336,646,1149,1813,2579,3707,5209
4632,47,164,346,650,1122,1815,2630,3806,5340
4633,38,151,340,624,1148,1834,2666,3893,5125
4634,45,103,299,640,1118,1834,2681,3754,5185
4635,41,139,334,640,1109,1790,2669,3877,5230
4636,56,143,327,650,1087,1846,2704,3853,5338
4637,46,137,340,599,1101,1813,2657,3839,5115
4638,33,145,352,684,1042,1799,2649,3812,5292
4639,39,128,317,654,1178,1852,2737,3746,5132
4640,51,169,331,655,1155,1780,2726,3868,5211
4641,38,130,370,622,1223,1834,2711,3761,5302
4642,36,138,347,670,1112,1885,2725,3750,5213
4643,42,161,365,665,1145,1822,2771,3898,5165
4644,40,132,344,663,1116,1817,2719,3846,5221
4645,41,129,356,687,1066,1898,2715,3812,5383
4646,41,144,323,676,1147,1767,2750,3832,5342
4647,46,145,330,702,1128,1873,2568,3766,5327
4648,42,140,381,700,1187,1867,2659,3798,5162
4649,39,135,387,661,1138,1726,2581,3856,5269
4650,45,151,300,654,1090,1830,2650,3831,5295
4651,40,136,341,638,1087,1789,2665,3816,5202
4652,42,131,315,647,1090,1815,2701,3888,5249
4653,30,118,337,625,1134,1825,2663,3829,5171
4654,46,152,376,685,1115,1719,2659,3737,5306
4655,45,146,316,647,1146,1882,2584,3868,5408
4656,33,137,336,649,1067,1827,2635,3824,5163
4657,44,131,335,650,1139,1746,2635,3799,5467
4658,42,140,353,655,1139,1856,2676,3887,5169
4659,38,159,341,683,1096,1819,2630,3726,5168
4660,29,145,366,647,1162,1723,2566,3847,5218
4661,43,148,354,701,1125,1819,2592,3783,5176
4662,40,121,377,642,1160,1767,2730,3728,5218
4663,42,135,322,634,1147,1796,2638,3869,5367
4664,23,146,351,638,1123,1744,2654,3834,5241
4665,42,130,347,646,1186,1738,2588,3851,5287
4666,47,160,339,638,1157,1689,2698,3803,5255
4667,49,132,353,656,1089,1783,2614,3780,5269
4668,36,165,333,635,1164,1748,2687,3810,5278
4669,39,119,344,665,1187,1741,2716,3775,5153
4670,44,147,347,649,1168,1731,2656,3870,5301
4671,51,153,363,635,1145,1845,2709,3788,5334
4672,34,117,358,694,1133,1774,2726,3939,5292
4673,43,157,342,717,1129,1774,2648,3810,5335
4674,42,144,357,709,1110,1851,2664,3910,5244
4675,45,121,352,663,1157,1729,2609,3827,5356
4676,37,118,336,664,1071,1763,2662,3832,5246
4677,53,155,333,632,1095,1777,2676,3779,5224
4678,38,133,356,615,1136,1894,2723,3888,5123
4679,40,149,327,646,1144,1807,2659,3855,5252
4680,47,154,338,674,1189,1814,2702,3801,5185
4681,43,133,316,630,1125,1778,2718,3875,5280
4682,35,137,351,676,1150,1756,2623,3831,5375
4683,34,151,344,708,1163,1822,2657,3741,5273
4684,38,131,330,636,1122,1825,2635,3765,5251
4685,45,131,360,684,1212,1908,2592,3817,5235
4686,47,126,303,611,1201,1804,2655,3776,5236
4687,36,117,370,668,1117,1705,2597,3847,5149
4688,52,139,330,677,1133,1879,2680,3741,5292
4689,40,168,329,644,1098,1770,2703,3837,5299
4690,51,140,316,698,1119,1847,2718,3694,5176
4691,42,134,335,652,1130,1758,2695,3796,5127
4692,42,142,310,609,1125,1702,2706,3753,5305
4693,49,172,325,656,1114,1840,2618,3985,5199
4694,47,118,338,636,1124,1761,2619,3734,5374
4695,42,137,331,664,1107,1825,2709,3731,5178
4696,37,134,333,653,1130,1835,2720,3924,5165
4697,31,140,310,640,1122,1835,2681,3747,5149
4698,49,128,336,608,1179,1746,2704,3796,5300
4699,49,135,341,684,1151,1821,2679,3922,5292
4700,40,151,349,643,1176,1790,2694,3776,5215
4701,48,145,320,644,1141,1791,2679,3687,5271
4702,40,145,378,645,1147,1801,2707,3791,5281
4703,33,137,345,643,1108,1781,2686,3839,5204
4704,36,132,353,642,1137,1718,2745,3687,5278
4705,39,120,328,662,1084,1733,2654,3820,5156
4706,40,123,337,706,1172,1778,2669,3750,5290
4707,45,142,351,661,1129,1702,2695,3812,5229
4708,49,148,330,647,1163,1866,2727,3806,5341
4709,58,136,323,657,1094,1816,2744,3728,5265
4710,34,140,342,632,1122,1789,2689,3768,5257
4711,51,116,327,677,1159,1713,2815,3796,5107
4712,43,146,328,634,1176,1730,2803,3828,5224
4713,44,145,328,681,1105,1813,2725,3856,5276
4714,47,159,335,665,1180,1716,2778,3730,5202
4715,38,152,329,640,1149,1842,2635,3770,5362
4716,63,121,371,720,1124,1820,2700,3732,5413
4717,52,154,310,625,1127,1808,2729,3823,5255
4718,39,132,334,655,1178,1811,2753,3847,5322
4719,36,153,348,662,1144,1759,2655,3892,5266
4720,51,156,341,658,1120,1834,2657,3798,5218
4721,45,128,330,634,1089,1763,2646,3802,5162
4722,43,134,333,648,1092,1792,2637,3724,5100
4723,36,131,342,651,1075,1755,2660,3812,5289
4724,47,144,364,683,1125,1802,2642,3842,5247
4725,43,149,338,676,1159,1816,2674,3811,5312
4726,44,146,315,654,1100,1783,2703,3801,5266
4727,40,143,323,614,1153,1814,2604,3760,5432
4728,43,108,318,650,1034,1797,2665,3817,5201
4729,41,139,332,665,1164,1784,2695,3833,5253
4730,32,140,361,656,1130,1784,2646,3861,5147
4731,46,111,312,645,1088,1749,2786,3828,5245
4732,45,112,309,675,1191,1794,2675,3915,5249
4733,34,138,347,647,1123,1912,2680,3807,5217
4734,45,141,354,641,1113,1814,2635,3834,5276
4735,34,163,344,664,1130,1818,2733,3854,5152
4736,50,138,327,631,1084,1861,2689,3813,5245
4737,39,139,324,647,1166,1767,2730,3766,5187
4738,40,156,331,643,1044,1786,2634,3817,5231
4739,43,163,351,622,1044,1853,2601,3842,5352
4740,50,149,369,652,1140,1849,2626,3868,5181
4741,51,155,361,640,1163,1798,2579,3805,5392
4742,35,145,291,682,1111,1755,2694,3871,5297
4743,40,140,356,636,1139,1805,2735,3771,5329
4744,46,130,368,667,1126,1798,2652,3825,5302
4745,37,162,345,679,1110,1794,2659,3819,5049
4746,38,167,321,651,1115,1860,2667,3762,5134
4747,52,144,326,623,1114,1777,2622,3872,5146
4748,50,128,327,671,1080,1826,2629,3843,5270
4749,36,149,330,679,1086,1784,2641,3886,5267
4750,34,133,372,668,1109,1803,2703,3863,5256
4751,33,148,349,649,1149,1841,2710,3960,5219
4752,40,135,373,662,1121,1824,2792,3854,5347
4753,46,170,294,659,1089,1856,2832,3907,5161
4754,26,137,359,670,1154,1799,2700,3768,5297
4755,33,134,323,642,1130,1801,2709,3810,5166
4756,40,148,341,653,1131,1830,2630,3878,5216
4757,32,130,331,664,1133,1706,2738,3780,5178
4758,34,164,337,673,1084,1832,2709,3770,5124
4759,38,144,342,621,1134,1795,2690,3767,5272
4760,38,146,350,660,1135,1742,2672,3776,5315
4761,40,143,350,700,1169,1732,2630,3798,5244
4762,55,162,351,655,1119,1851,2737,3831,5248
4763,48,141,345,661,1057,1833,2706,3921,5180
4764,40,158,330,653,1112,1769,2632,3830,5300
4765,33,152,321,665,1145,1736,2622,3810,5305
4766,40,136,337,628,1110,1884,2571,3881,5277
4767,27,159,365,704,1178,1850,2634,3769,5202
4768,40,148,316,660,1114,1835,2733,3773,5202
4769,46,156,339,704,1149,1720,2633,3850,5211
4770,44,125,320,650,1153,1785,2784,3699,5211
4771,43,138,312,637,1108,1732,2679,3834,5313
4772,42,140,345,694,1069,1732,2571,3748,5231
4773,47,171,315,644,1068,1778,2705,3734,5253
4774,50,137,351,698,1144,1811,2665,3703,5257
4775,35,134,318,626,1152,1749,2721,3765,5174
4776,42,140,359,646,1153,1870,2739,3845,5293
4777,40,140,345,609,1142,1805,2676,3844,5283
4778,39,140,340,628,1148,1765,2674,3770,5319
4779,33,137,344,660,1136,1842,2652,3698,5348
4780,29,143,321,626,1133,1827,2716,3775,5183
4781,42,149,353,644,1112,1776,2745,3850,5207
4782,54,152,342,650,1140,1883,2699,3737,5068
4783,46,135,331,649,1148,1739,2633,3921,5296
4784,42,142,350,695,1088,1822,2717,3761,5154
4785,48,151,324,649,1147,1804,2619,3918,5137
4786,38,151,348,668,1099,1854,2602,3788,5290
4787,42,123,318,662,1162,1766,2692,3819,5209
4788,31,152,352,611,1162,1810,2646,3820,5127
4789,50,123,349,671,1162,1800,2681,3894,5320
4790,41,138,325,633,1099,1777,2769,3809,5290
4791,40,142,353,605,1183,1829,2674,3802,5229
4792,36,149,334,622,1126,1813,2621,3816,5287
4793,41,136,330,655,1119,1811,2640,3807,5269
4794,40,103,350,674,1180,1783,2700,3917,5236
4795,38,132,331,612,1096,1792,2667,3801,5263
4796,48,163,334,661,1109,1846,2629,3845,5200
4797,55,154,341,643,1144,1788,2671,3921,5106
4798,48,140,319,649,1149,1850,2567,3772,5215
4799,43,142,369,625,1102,1709,2646,3768,5242
4800,33,125,341,613,1098,1783,2741,3783,5372
4801,51,131,343,675,1134,1720,2694,3829,5275
4802,42,127,368,622,1149,1746,2725,3801,5277
4803,46,154,305,640,1128,1757,2702,3798,5146
4804,46,130,323,635,1147,1878,2719,3725,5102
4805,48,126,357,633,1157,1827,2644,3857,5256
4806,42,133,318,580,1129,1811,2663,3898,5501
4807,42,148,346,681,1142,1720,2631,3631,5314
4808,48,121,358,636,1110,1812,2695,3774,5320
4809,41,137,313,666,1141,1772,2714,3799,5264
4810,38,143,338,623,1166,1819,2644,3815,5215
4811,47,147,357,636,1085,1774,2728,3803,5143
4812,43,136,350,638,1127,1837,2669,3966,5197
4813,31,160,327,623,1126,1829,2705,3849,5116
4814,55,126,326,591,1149,1842,2724,3943,5118
4815,36,150,349,691,1141,1787,2779,3692,5295
4816,46,170,381,648,1160,1814,2665,3829,5340
4817,37,147,311,654,1139,1853,2718,3840,5239
4818,40,136,323,661,1107,1836,2580,3730,5208
4819,40,168,348,635,1137,1820,2637,3815,5180
4820,49,133,354,675,1082,1815,2668,3768,5333
4821,43,158,317,699,1135,1854,2783,3854,5152
4822,50,154,318,644,1122,1870,2663,3792,5252
4823,37,162,342,624,1159,1838,2665,3809,5306
4824,34,145,316,656,1129,1881,2641,3786,5303
4825,48,159,343,671,1141,1788,2636,3904,5153
